Wall time,Step,Value
1740757944.193994,1,0.6111111044883728
1740757944.656272,2,0.7222222089767456
1740757945.065705,3,0.7407407164573669
1740757945.458587,4,0.7638888955116272
1740757945.833174,5,0.7555555701255798
1740757946.22308,6,0.7592592835426331
1740757946.606475,7,0.773809552192688
1740757947.018277,8,0.7847222089767456
1740757947.4019,9,0.7932098507881165
1740757947.785732,10,0.800000011920929
1740757948.182838,11,0.8030303120613098
1740757948.586387,12,0.8009259104728699
1740757948.967719,13,0.807692289352417
1740757949.347984,14,0.807539701461792
1740757949.726956,15,0.8037037253379822
1740757950.09421,16,0.8038194179534912
1740757950.475004,17,0.8055555820465088
1740757950.869873,18,0.8101851940155029
1740757951.257778,19,0.8099415302276611
1740757951.645828,20,0.8125
1740757952.034342,21,0.8134920597076416
1740757952.40035,22,0.8131313323974609
1740757952.816684,23,0.8176328539848328
1740757953.206023,24,0.8206018805503845
1740757953.58669,25,0.8233333230018616
1740757953.967533,26,0.8205128312110901
1740757954.344593,27,0.8220164775848389
1740757954.72573,28,0.824404776096344
1740757955.12921,29,0.8218390941619873
1740757955.516105,30,0.824999988079071
1740757955.887288,31,0.8243727684020996
1740757956.261035,32,0.8220486044883728
1740757956.642926,33,0.8215488195419312
1740757957.066781,34,0.8186274766921997
1740757957.478666,35,0.8158730268478394
1740757957.868154,36,0.8202160596847534
1740757958.263329,37,0.8183183073997498
1740757958.641894,38,0.8194444179534912
1740757959.050349,39,0.8162392973899841
1740757959.445093,40,0.8166666626930237
1740757959.851728,41,0.815040647983551
1740757960.231388,42,0.8154761791229248
1740757960.609173,43,0.8133074641227722
1740757960.985131,44,0.815025269985199
1740757961.355272,45,0.8160493969917297
1740757961.72789,46,0.8152173757553101
1740757962.105033,47,0.8150117993354797
1740757962.480682,48,0.8136574029922485
1740757962.853028,49,0.8123582601547241
1740757963.23469,50,0.8122222423553467
1740757964.78111,51,0.8888888955116272
1740757965.167971,52,0.8611111044883728
1740757965.558875,53,0.8333333134651184
1740757965.93906,54,0.8263888955116272
1740757966.318666,55,0.800000011920929
1740757966.692436,56,0.7962962985038757
1740757967.087419,57,0.8134920597076416
1740757967.461708,58,0.8159722089767456
1740757967.832847,59,0.8209876418113708
1740757968.21091,60,0.8222222328186035
1740757968.581974,61,0.8282828330993652
1740757968.980291,62,0.8379629850387573
1740757969.359718,63,0.8311966061592102
1740757969.740218,64,0.8353174328804016
1740757970.124973,65,0.8407407402992249
1740757970.51325,66,0.8350694179534912
1740757970.890917,67,0.834967315196991
1740757971.292737,68,0.8364197611808777
1740757971.672226,69,0.8406432867050171
1740757972.057288,70,0.8291666507720947
1740757972.441038,71,0.8253968358039856
1740757972.822252,72,0.8270202279090881
1740757973.216893,73,0.8260869383811951
1740757973.594046,74,0.8263888955116272
1740757973.970837,75,0.8211110830307007
1740757974.349255,76,0.8183760643005371
1740757974.731162,77,0.8168724179267883
1740757975.109167,78,0.8184523582458496
1740757975.514747,79,0.8199234008789062
1740757975.891885,80,0.8185185194015503
1740757976.271046,81,0.8216845989227295
1740757976.648483,82,0.8168402910232544
1740757977.025744,83,0.817340075969696
1740757977.421829,84,0.8161764740943909
1740757977.795045,85,0.817460298538208
1740757978.174419,86,0.8194444179534912
1740757978.557946,87,0.8205705881118774
1740757978.934711,88,0.8201754093170166
1740757979.302047,89,0.8219373226165771
1740757979.691663,90,0.8215277791023254
1740757980.075033,91,0.8191056847572327
1740757980.447905,92,0.820105791091919
1740757980.8198,93,0.8204134106636047
1740757981.189108,94,0.8219696879386902
1740757981.584254,95,0.8222222328186035
1740757981.960206,96,0.8200483322143555
1740757982.331463,97,0.8191489577293396
1740757982.708254,98,0.8165509104728699
1740757983.087679,99,0.817460298538208
1740757983.467196,100,0.8188889026641846
1740757984.60382,101,0.8333333134651184
1740757984.984355,102,0.8472222089767456
1740757985.379052,103,0.8518518805503845
1740757985.769189,104,0.8541666865348816
1740757986.134037,105,0.855555534362793
1740757986.509095,106,0.8472222089767456
1740757986.907525,107,0.8571428656578064
1740757987.283804,108,0.8402777910232544
1740757987.667369,109,0.845678985118866
1740757988.0529,110,0.8444444537162781
1740757988.427849,111,0.8535353541374207
1740757988.812143,112,0.8495370149612427
1740757989.195732,113,0.8461538553237915
1740757989.574952,114,0.8472222089767456
1740757989.946792,115,0.8462963104248047
1740757990.331742,116,0.8559027910232544
1740757990.72511,117,0.8594771027565002
1740757991.109083,118,0.8611111044883728
1740757991.490226,119,0.8581871390342712
1740757991.864953,120,0.8597221970558167
1740757992.2441,121,0.8584656119346619
1740757992.621178,122,0.8497474789619446
1740757993.012674,123,0.8490338325500488
1740757993.393932,124,0.8506944179534912
1740757993.77336,125,0.8533333539962769
1740757994.156306,126,0.8536324501037598
1740757994.527412,127,0.8580247163772583
1740757994.898964,128,0.8561508059501648
1740757995.302716,129,0.8563218116760254
1740757995.683947,130,0.855555534362793
1740757996.058043,131,0.8548387289047241
1740757996.441861,132,0.8559027910232544
1740757996.818812,133,0.8560606241226196
1740757997.215282,134,0.858660101890564
1740757997.580763,135,0.8579365015029907
1740757997.955491,136,0.8587962985038757
1740757998.337919,137,0.857357382774353
1740757998.718736,138,0.8581871390342712
1740757999.090112,139,0.8561253547668457
1740757999.461582,140,0.8534722328186035
1740757999.836399,141,0.8543360233306885
1740758000.21136,142,0.85317462682724
1740758000.592183,143,0.8520671725273132
1740758000.975875,144,0.8547979593276978
1740758001.378032,145,0.855555534362793
1740758001.762624,146,0.8556763529777527
1740758002.120123,147,0.8587470650672913
1740758002.50633,148,0.8576388955116272
1740758002.879547,149,0.8594104051589966
1740758003.251445,150,0.8594444394111633
1740758004.351,151,0.9722222089767456
1740758004.722911,152,0.9305555820465088
1740758005.104337,153,0.9351851940155029
1740758005.481869,154,0.9305555820465088
1740758005.86422,155,0.9388889074325562
1740758006.254144,156,0.9166666865348816
1740758006.646251,157,0.9166666865348816
1740758007.026351,158,0.9131944179534912
1740758007.402062,159,0.9104938507080078
1740758007.798699,160,0.8999999761581421
1740758008.189441,161,0.9065656661987305
1740758008.580689,162,0.9097222089767456
1740758008.967595,163,0.9081196784973145
1740758009.346499,164,0.9107142686843872
1740758009.728058,165,0.9111111164093018
1740758010.10199,166,0.9079861044883728
1740758010.472933,167,0.9084967374801636
1740758010.862584,168,0.9135802388191223
1740758011.23531,169,0.9137426614761353
1740758011.604668,170,0.9125000238418579
1740758011.993797,171,0.9126983880996704
1740758012.366029,172,0.9128788113594055
1740758012.758492,173,0.9130434989929199
1740758013.128298,174,0.9131944179534912
1740758013.509076,175,0.9077777862548828
1740758013.890008,176,0.9059829115867615
1740758014.266734,177,0.904321014881134
1740758014.651105,178,0.9067460298538208
1740758015.043616,179,0.9061302542686462
1740758015.420597,180,0.9055555462837219
1740758015.804421,181,0.9059139490127563
1740758016.186793,182,0.9027777910232544
1740758016.563986,183,0.8998316526412964
1740758016.960719,184,0.9019607901573181
1740758017.335906,185,0.9023809432983398
1740758017.718126,186,0.904321014881134
1740758018.098586,187,0.9054054021835327
1740758018.473508,188,0.9049707651138306
1740758018.848295,189,0.9059829115867615
1740758019.237553,190,0.9055555462837219
1740758019.608511,191,0.9071815609931946
1740758019.981732,192,0.9074074029922485
1740758020.371978,193,0.9063307642936707
1740758020.744652,194,0.9065656661987305
1740758021.127886,195,0.9067901372909546
1740758021.510819,196,0.9064009785652161
1740758021.8779,197,0.9078013896942139
1740758022.245762,198,0.9085648059844971
1740758022.618582,199,0.9092970490455627
1740758022.987935,200,0.9088888764381409
1740758024.116466,201,0.9722222089767456
1740758024.490358,202,0.9722222089767456
1740758024.867343,203,0.9722222089767456
1740758025.240757,204,0.9583333134651184
1740758025.620808,205,0.9666666388511658
1740758025.999506,206,0.9675925970077515
1740758026.389332,207,0.9722222089767456
1740758026.766108,208,0.96875
1740758027.144746,209,0.9567901492118835
1740758027.53103,210,0.9527778029441833
1740758027.918257,211,0.9545454382896423
1740758028.297857,212,0.9583333134651184
1740758028.689733,213,0.9529914259910583
1740758029.061408,214,0.9503968358039856
1740758029.437489,215,0.949999988079071
1740758029.813799,216,0.953125
1740758030.19086,217,0.9493464231491089
1740758030.579326,218,0.9459876418113708
1740758030.960914,219,0.9473684430122375
1740758031.35464,220,0.949999988079071
1740758031.734861,221,0.9484127163887024
1740758032.117817,222,0.9469696879386902
1740758032.508277,223,0.9480676054954529
1740758032.898404,224,0.9490740895271301
1740758033.273732,225,0.9511111378669739
1740758033.650597,226,0.9497863054275513
1740758034.040456,227,0.9475308656692505
1740758034.422062,228,0.9484127163887024
1740758034.806877,229,0.9492337107658386
1740758035.198116,230,0.9490740895271301
1740758035.567073,231,0.9498208165168762
1740758035.94464,232,0.9487847089767456
1740758036.317694,233,0.9486532211303711
1740758036.710369,234,0.9485294222831726
1740758037.082047,235,0.9484127163887024
1740758037.455088,236,0.9483024477958679
1740758037.84097,237,0.9489489197731018
1740758038.242608,238,0.9495614171028137
1740758038.643375,239,0.9501424431800842
1740758039.036151,240,0.9513888955116272
1740758039.434644,241,0.9505420327186584
1740758039.827068,242,0.9503968358039856
1740758040.221815,243,0.9496123790740967
1740758040.621562,244,0.9501262903213501
1740758041.025801,245,0.949999988079071
1740758041.403306,246,0.9504830837249756
1740758041.786671,247,0.9509456157684326
1740758042.163369,248,0.9508101940155029
1740758042.538567,249,0.9495464563369751
1740758042.927068,250,0.949999988079071
