Wall time,Step,Value
1740920864.424141,1,0.3888888955116272
1740920864.449307,2,0.6111111044883728
1740920864.472661,3,0.6944444179534912
1740920864.495222,4,0.6388888955116272
1740920864.520318,5,0.6499999761581421
1740920864.543731,6,0.6527777910232544
1740920864.566902,7,0.6626983880996704
1740920864.592578,8,0.6805555820465088
1740920864.615527,9,0.6913580298423767
1740920864.637253,10,0.6861110925674438
1740920864.661766,11,0.6742424368858337
1740920864.683681,12,0.6782407164573669
1740920864.704953,13,0.688034176826477
1740920864.72929,14,0.6984127163887024
1740920864.751848,15,0.7037037014961243
1740920864.77337,16,0.7083333134651184
1740920864.798439,17,0.7075163125991821
1740920864.820241,18,0.7114197611808777
1740920864.841587,19,0.719298243522644
1740920864.866274,20,0.7263888716697693
1740920864.888579,21,0.7195767164230347
1740920864.910058,22,0.7171717286109924
1740920864.934595,23,0.7210144996643066
1740920864.95663,24,0.7210648059844971
1740920864.97849,25,0.7188888788223267
1740920865.003445,26,0.7179487347602844
1740920865.025504,27,0.7191358208656311
1740920865.046628,28,0.7222222089767456
1740920865.071181,29,0.7279693484306335
1740920865.093324,30,0.7314814925193787
1740920865.115026,31,0.7356630563735962
1740920865.139544,32,0.7352430820465088
1740920865.161223,33,0.7373737096786499
1740920865.182636,34,0.741830050945282
1740920865.207019,35,0.7404761910438538
1740920865.228287,36,0.7384259104728699
1740920865.249713,37,0.7379879951477051
1740920865.272754,38,0.738304078578949
1740920865.293819,39,0.7400285005569458
1740920865.31454,40,0.738194465637207
1740920865.337466,41,0.7378048896789551
1740920865.358449,42,0.738095223903656
1740920865.378492,43,0.7370800971984863
1740920865.40227,44,0.7329545617103577
1740920865.424883,45,0.7358024716377258
1740920865.446561,46,0.7355072498321533
1740920865.472235,47,0.73758864402771
1740920865.494067,48,0.7378472089767456
1740920865.514153,49,0.738095223903656
1740920865.537163,50,0.7405555844306946
1740920865.846125,51,0.8055555820465088
1740920865.871307,52,0.8194444179534912
